	Subject	Predicate	Object	Pubmed	Title	Evidence
117	a(CHEBI:15422 ! ATP)	increases	p(HGNC:19102 ! DDX58)	28096803	Host and Viral Modulation of {RIG}-I-Mediated Antiviral Immunity.	It was reported that RIG-I ATP hydrolysis increases the binding affinity of RIG-I and dsRNA ligands; whereas the RIG-I mutants deficient in ATP hydrolysis promotes the interaction of RIG-I and self-dsRNA and results in unintentional immune signaling.
600	"bp(MESH:D065207 ! ""Middle East Respiratory Syndrome Coronavirus"")"	increases	bp(MESH:D004194 ! Disease)	31474969	Identification of Diverse Bat Alphacoronaviruses and Betacoronaviruses in China Provides New Insights Into the Evolution and Origin of Coronavirus-Related Diseases.	Some CoVs are human pathogens that cause mild to severe disease , including NL63 and 229E of the genus Alphacoronavirus , and severe acute respiratory syndrome CoV ( SARS-CoV ) , Middle East respiratory syndrome CoV ( MERS-CoV ) , OC43 , and HKU1 of the genus Betacoronavirus ( Dijkman and van der Hoek , 2009 ; Desforges et al ., 2014 ; van den Brand et al ., 2015 ; Lim et al ., 2016 ) .
484	p(HGNC:1802 ! CDSN)	increases	"bp(GO:""GO:0006955"" ! ""immune response"")"	15530413	Inactivated {SARS}-{CoV} vaccine elicits high titers of spike protein-specific antibodies that block receptor binding and virus entry.	Recent studies have demonstrated the S protein of SARS-CoV to be a major inducer of neutralizing antibodies among structural proteins XREF_BIBR and the S proteins expressed by the DNA vaccine, the attenuated vaccinia virus or the parainfluenza virus can elicit protective immunity against virus challenge XREF_BIBR, XREF_BIBR, XREF_BIBR, XREF_BIBR.
639	"complex(bp(MESH:C000657245 ! ""COVID-19""), p(FPLX:TLR ! TLR))"	increases	p(HGNC:5992 ! IL1B)	32171193	Induction of pro-inflammatory cytokines ({IL}-1 and {IL}-6) and lung inflammation by Coronavirus-19 ({COVI}-19 or {SARS}-{CoV}-2): anti-inflammatory strategies.	The binding of COVID-19 to the Toll Like Receptor (TLR) causes the release of pro-IL-1b which is cleaved by caspase-1, followed by inflammasome activation and production of active mature IL-1b which is a mediator of lung inflammation, fever and fibrosis.
623	p(HGNC:15563 ! IL37)	decreases	p(HGNC:5992 ! IL1B)	32171193	Induction of pro-inflammatory cytokines ({IL}-1 and {IL}-6) and lung inflammation by Coronavirus-19 ({COVI}-19 or {SARS}-{CoV}-2): anti-inflammatory strategies.	The suppression of IL-1b by IL-37 in inflammatory state induced by COVID-19 can have a new therapeutic effect previously unknown.
303	a(TEXT:cytokine)	decreases	p(HGNC:5992 ! IL1B)	32171193	Induction of pro-inflammatory cytokines ({IL}-1 and {IL}-6) and lung inflammation by Coronavirus-19 ({COVI}-19 or {SARS}-{CoV}-2): anti-inflammatory strategies.	IL-38 is also a suppressor cytokine which inhibits IL-1b and other pro-inflammatory IL-family members.
302	a(TEXT:cytokine)	decreases	"bp(GO:""GO:0006954"" ! ""inflammatory response"")"	32171193	Induction of pro-inflammatory cytokines ({IL}-1 and {IL}-6) and lung inflammation by Coronavirus-19 ({COVI}-19 or {SARS}-{CoV}-2): anti-inflammatory strategies.	IL-38 is a potential therapeutic cytokine which inhibits inflammation in viral infections including that caused by COVID-19, providing a new relevant strategy.
321	p(HGNC:3236 ! EGFR)	increases	p(HGNC:6025 ! CXCL8)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	In bronchial epithelial cell lines and in a limited number of studies with primary human bronchial epithelial cells, influenza virus induces shedding of EGFR ligands and activation of EGFR, which stimulates IL-8 secretion and inhibits IFN-gamma-inducible protein of 10 (IP-10 and CXCL10) and IFN-lambda (IL-29).
308	p(HGNC:7029 ! MET)	increases	"bp(GO:""GO:0045087"" ! ""innate immune response"")"	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	Although the HGF and c-Met pathway is well recognized for its role in regeneration of AECs in humans, little is known about HGF and c-Met signaling in the innate immune response during respiratory infections including influenza infection.
466	a(TEXT:rhHGF)	increases	p(HGNC:2434 ! CSF2)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	We found that rhHGF increased IL-8 and GM-CSF secretion by AECs (XREF_FIG) and that in the human lung HGF was expressed by lung FBs not by AECs, whereas the HGF receptor c-Met was expressed by AECs (XREF_FIG).
374	p(HGNC:4893 ! HGF)	increases	p(HGNC:6025 ! CXCL8)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	The maximal levels of IL-8 stimulated by HGF in these experiments ranged from 4.8 to 20.1 ng/ml.
375	p(HGNC:4893 ! HGF)	increases	p(HGNC:7029 ! MET)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	Influenza infection stimulated the secretion of IL-8 and GM-CSF by AECs plated on rat-tail collagen through EGFR activation likely by TGF-alpha released from AECs and through c-Met activated by HGF secreted from lung fibroblasts.
319	p(HGNC:3236 ! EGFR)	increases	p(HGNC:2434 ! CSF2)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	Our study is the first to demonstrate that rhTGF-alpha induces IL-8 secretion by human AECs (XREF_FIG) and that influenza virus infection induces TGF-alpha secretion and activates EGFR, which induces IL-8 and GM-CSF secretion by human AECs (XREF_FIG, A-C).
323	p(HGNC:3236 ! EGFR)	increases	p(HGNC:6025 ! CXCL8)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	Influenza virus infection of bronchial epithelial cells has been reported to shed EGFR ligands including TGF-alpha and activate EGFR, which in turn induces IL-8.
463	a(TEXT:rhHGF)	increases	p(FPLX:VEGF ! VEGF)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	VEGF, fractalkine, and GRO were detected but not upregulated by rhHGF and rhTGF-alpha (data not shown).
270	p(FPLX:IL1 ! IL1)	increases	p(HGNC:4893 ! HGF)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	Previous study using BALF from patients with ARDS showed that HGF secretion by lung FBs was stimulated by IL-1 and PGE 2.
322	p(HGNC:3236 ! EGFR)	increases	p(HGNC:6025 ! CXCL8)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	Our study is the first to demonstrate that rhTGF-alpha induces IL-8 secretion by human AECs (XREF_FIG) and that influenza virus infection induces TGF-alpha secretion and activates EGFR, which induces IL-8 and GM-CSF secretion by human AECs (XREF_FIG, A-C).
464	a(TEXT:rhHGF)	increases	p(HGNC:10647 ! CX3CL1)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	VEGF, fractalkine, and GRO were detected but not upregulated by rhHGF and rhTGF-alpha (data not shown).
465	a(TEXT:rhHGF)	increases	p(HGNC:2434 ! CSF2)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	rhHGF and rhTGF-alpha stimulate IL-8 and GM-CSF secretion by human AECs.
320	p(HGNC:3236 ! EGFR)	increases	p(HGNC:2434 ! CSF2)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	IAV induces TGF-alpha secretion and activates EGFR, which stimulates IL-8 and GM-CSF secretion by AECs.
480	"a(TEXT:""rhTGF-alpha"")"	increases	p(HGNC:4602 ! CXCL1)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	VEGF, fractalkine, and GRO were detected but not upregulated by rhHGF and rhTGF-alpha (data not shown).
468	a(TEXT:rhHGF)	increases	p(HGNC:2434 ! CSF2)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	Our study is the first to demonstrate that rhHGF, rhTGF-alpha, and influenza virus infection induces GM-CSF secretion by human AECs through c-Met and EGFR activation.
479	"a(TEXT:""rhTGF-alpha"")"	increases	p(HGNC:2434 ! CSF2)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	We have also shown that GM-CSF secretion by human AECs is stimulated by rhHGF, rhTGF-alpha, and influenza virus through c-Met and EGFR activation.
481	"a(TEXT:""rhTGF-alpha"")"	increases	p(HGNC:6025 ! CXCL8)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	In preliminary experiments, we found that rhHGF and rhTGF-alpha stimulated IL-8 secretion by AECs.
478	"a(TEXT:""rhTGF-alpha"")"	increases	p(HGNC:2434 ! CSF2)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	Our study is the first to demonstrate that rhHGF, rhTGF-alpha, and influenza virus infection induces GM-CSF secretion by human AECs through c-Met and EGFR activation.
477	"a(TEXT:""rhTGF-alpha"")"	increases	p(HGNC:2434 ! CSF2)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	In addition, GM-CSF secretion by PR8 infection was also evaluated because, from the results of Milliplex, we knew that GM-CSF secretion by AECs was also stimulated by rhTGF-alpha (XREF_FIG).
476	"a(TEXT:""rhTGF-alpha"")"	increases	p(HGNC:2434 ! CSF2)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	rhHGF and rhTGF-alpha stimulate IL-8 and GM-CSF secretion by human AECs.
475	"a(TEXT:""rhTGF-alpha"")"	increases	p(HGNC:10647 ! CX3CL1)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	VEGF, fractalkine, and GRO were detected but not upregulated by rhHGF and rhTGF-alpha (data not shown).
474	"a(TEXT:""rhTGF-alpha"")"	increases	p(FPLX:VEGF ! VEGF)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	VEGF, fractalkine, and GRO were detected but not upregulated by rhHGF and rhTGF-alpha (data not shown).
473	a(TEXT:rhHGF)	decreases	p(HGNC:6025 ! CXCL8)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	c-Met inhibition results in reduced accumulation of neutrophils to the wound site in zebra fish; rhHGF stimulates the induction of CINC-1, a rat analog of IL-8, gene expression in hepatocytes; and c-Met signaling regulates IL-8 secretion by pancreatic cancer cell lines.
376	p(HGNC:4893 ! HGF)	increases	p(HGNC:7029 ! MET)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	Influenza infection stimulated the secretion of IL-8 and GM-CSF by AECs plated on rat-tail collagen through EGFR activation likely by TGF-α released from AECs and through c-Met activated by HGF secreted from lung fibroblasts.
472	a(TEXT:rhHGF)	increases	p(HGNC:6025 ! CXCL8)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	We found that rhHGF increased IL-8 and GM-CSF secretion by AECs (XREF_FIG) and that in the human lung HGF was expressed by lung FBs not by AECs, whereas the HGF receptor c-Met was expressed by AECs (XREF_FIG).
297	"a(CHEBI:15551 ! ""prostaglandin E2"")"	increases	p(HGNC:4893 ! HGF)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	HGF secretion by fibroblasts was stimulated by AEC production of prostaglandin E 2 during influenza infection.
483	"a(TEXT:""rhTGF-alpha"")"	increases	p(HGNC:6025 ! CXCL8)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	Our study is the first to demonstrate that rhTGF-alpha induces IL-8 secretion by human AECs (XREF_FIG) and that influenza virus infection induces TGF-alpha secretion and activates EGFR, which induces IL-8 and GM-CSF secretion by human AECs (XREF_FIG, A-C).
298	"a(CHEBI:15551 ! ""prostaglandin E2"")"	increases	p(HGNC:4893 ! HGF)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	HGF secretion by fibroblasts was stimulated by AEC production of prostaglandin E2 during influenza infection.
678	"a(CHEBI:62434 ! ""EC 2.7.10.1 (receptor protein-tyrosine kinase) inhibitor"")"	increases	p(HGNC:6025 ! CXCL8)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	However, the basal level of IL-8 and the level of IL-8 and GM-CSF stimulated by PR8 were not statistically reduced by the EGFR inhibitor AG1478.
274	p(HGNC:651 ! AREG)	increases	p(HGNC:6025 ! CXCL8)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	In addition, although other EGFR ligands, AREG, and HB-EGF stimulate IL-8 secretion by bronchial epithelial cells and AREG and HB-EGF are highly expressed by human AECs, in our studies, we found that AREG and HB-EGF do not induce IL-8 secretion by human AECs.
471	a(TEXT:rhHGF)	increases	p(HGNC:6025 ! CXCL8)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	rhHGF and rhTGF-alpha stimulate IL-8 and GM-CSF secretion by human AECs.
470	a(TEXT:rhHGF)	increases	p(HGNC:6025 ! CXCL8)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	In preliminary experiments, we found that rhHGF and rhTGF-alpha stimulated IL-8 secretion by AECs.
469	a(TEXT:rhHGF)	increases	p(HGNC:4602 ! CXCL1)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	VEGF, fractalkine, and GRO were detected but not upregulated by rhHGF and rhTGF-alpha (data not shown).
482	"a(TEXT:""rhTGF-alpha"")"	increases	p(HGNC:6025 ! CXCL8)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	rhHGF and rhTGF-alpha stimulate IL-8 and GM-CSF secretion by human AECs.
467	a(TEXT:rhHGF)	increases	p(HGNC:2434 ! CSF2)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	We have also shown that GM-CSF secretion by human AECs is stimulated by rhHGF, rhTGF-alpha, and influenza virus through c-Met and EGFR activation.
367	p(HGNC:4893 ! HGF)	increases	"bp(GO:""GO:0008283"" ! ""cell population proliferation"")"	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	Nevertheless, recombinant HGF stimulates alveolar proliferation and alveolar repair in the mouse during influenza infection and protects against alveolar damage.
324	p(HGNC:3236 ! EGFR)	increases	p(HGNC:6025 ! CXCL8)	26033355	Influenza induces {IL}-8 and {GM}-{CSF} secretion by human alveolar epithelial cells through {HGF}/c-Met and {TGF}-\alpha/{EGFR} signaling.	IAV induces TGF-alpha secretion and activates EGFR, which stimulates IL-8 and GM-CSF secretion by AECs.
